col1,col2,F606W,F814W,col5
986.132,1390.317,27.742,26.959,1
988.93,1482.805,25.046,24.57,1
1023.604,1384.298,27.023,26.381,1
1012.977,1415.443,28.569,28.273,1
1017.872,1465.77,21.643,20.921,1
1046.887,1263.28,26.717,26.015,1
1072.902,1387.43,25.436,24.978,1
1094.078,1349.57,26.126,25.543,1
1129.16,1423.675,26.791,26.13,1
1159.327,1479.161,26.839,26.227,1
1169.25,1290.158,27.352,26.868,1
1198.958,1474.741,27.294,26.625,1
1298.856,1250.597,30,30.114,1
1317.831,1348.949,25.602,25.028,1
1406.82,1307.88,28.212,27.392,1
1399.161,1398.344,31.601,31.154,1
1430.43,1238.445,28.765,27.818,1
1432.962,1408.134,27.816,26.843,1
1470.866,1465.45,26.326,25.757,1
1513.958,1318.644,28.364,27.603,1
1542.096,1431.095,26.596,26.039,1
1549.399,1452.083,27.82,26.907,1
1565.293,1442.513,26.131,25.482,1
1602.997,1260.74,27.572,26.782,1
1650.455,1433.448,26.911,26.133,1
1667.707,1424.422,28.101,27.33,1
1706.605,1259.198,27.263,26.482,1
1742.903,1410.455,28.682,27.789,1
1761.307,1484.509,22.746,22.042,1
1778.011,1305.16,27.829,27.009,1
1828.149,1257.768,28.767,27.462,1
1817.845,1404.113,28.79,27.854,1
1843.152,1408.429,27.531,26.847,1
1898.746,1457.405,26.372,25.723,1
1917.12,1269.524,24.402,23.882,1
1931.319,1307.079,26.514,25.918,1
1927.795,1325.108,27.1,26.431,1
1969.771,1296.286,28.644,27.636,1
2019.995,1240.231,24.998,24.478,1
2035.703,1426.723,28.416,27.487,1
2039.92,1342.602,28.088,27.192,1
2074.579,1377.454,24.533,24.056,1
2102.8,1311.438,27.022,26.341,1
2093.196,1435.596,25.635,25.029,1
2175.15,1377.601,26.959,26.371,1
2163.27,1407.877,26.076,25.511,1
2213.52,1465.831,27.392,26.655,1
2238.311,1263.417,26.103,25.53,1
2279.552,1347.002,26.611,26.029,1
2330.16,1343.882,28.635,27.519,1
2339.028,1279.141,26.007,25.466,1
2343.224,1269.992,27.961,26.984,1
2353.335,1330.861,27.599,26.782,1
2362.632,1384.201,29.375,28.718,1
2362.608,1431.857,25.46,24.907,1
2368.872,1241.37,27.973,27.06,1
2411.092,1350.499,25.804,25.184,1
2400.855,1392.491,25.431,24.874,1
2461.264,1447.283,26.812,26.198,1
2516.663,1241.139,28.622,27.904,1
2525.756,1392.27,27.389,26.647,1
2607.292,1261.969,26.409,25.761,1
2602.097,1283.647,27.924,26.996,1
2656.449,1459.802,27.269,26.596,1
2780.191,1304.631,28.68,27.763,1
2764.43,1340.822,25.248,24.735,1
2788.358,1241.813,27.577,26.882,1
2833.882,1374.017,24.008,23.431,1
2843.917,1296.464,25.779,25.256,1
2854.664,1470.568,24.187,23.093,1
2890.509,1326.869,30.033,29.712,1
2928.464,1396.931,24.934,24.452,1
2958.241,1308.247,25.405,24.824,1
2980.167,1365.124,27.992,27.153,1
3013.83,1376.457,31.792,28.73,1
3021.395,1393.766,26.406,25.788,1
3052.544,1302.093,23.338,22.652,1
3061.644,1379.77,27.788,26.989,1
3055.381,1467.347,25.058,23.437,1
3073.473,1332.965,20.55,19.738,1
3160.922,1246.787,27.16,26.47,1
3238.947,1385.993,28.453,27.375,1
3308.227,1245.499,23.443,21.59,1
3300.835,1364.949,25.774,25.244,1
