col1,col2,F606W,F814W,col5
3451.236,1974.979,26.4018,25.8314,1
3590.868,1815.869,26.6618,26.0424,1
3594.479,1972.743,21.3978,20.686,1
3621.781,1796.9,28.8388,28.0684,1
3653.289,1747.781,27.2998,26.7024,1
3708.702,1912.143,26.6568,25.9994,1
3735.916,1794.084,26.7988,26.2484,1
3713.701,1894.21,27.7768,27.1374,1
3762.359,1950.856,27.1638,26.5324,1
3792.541,1779.119,26.6298,26.0574,1
3821.299,1906.66,26.6308,26.1454,1
3858.763,1848.865,26.4708,25.9414,1
3894.913,1844.167,26.7548,26.2364,1
3888.547,1889.464,26.5718,26.0614,1
3958.422,1965.688,26.5888,26.0154,1
4090.625,1949.278,27.0548,26.4954,1
4170.834,1838.279,27.1648,26.3834,1
4162.717,1904.301,26.3678,25.7614,1
4189.272,1866.399,25.8578,25.3904,1
4211.465,1877.694,27.7618,27.0444,1
4303.046,1943.05,25.6508,25.1644,1
4405.528,1897.925,25.2818,24.7954,1
4418.255,1740.972,27.9068,27.1594,1
4436.683,1799.712,27.8408,27.0594,1
4536.597,1782.753,26.0988,25.6084,1
558.319,2088.024,27.9688,27.7354,1
708.161,2108.547,28.8848,28.0594,1
706.933,2132.963,26.2138,25.6694,1
772.201,2129.282,28.0308,27.2004,1
890.911,2023.408,25.7158,25.2014,1
892.816,2210.298,24.5946,24.105,1
987.148,2089.996,28.2428,27.3054,1
1035.216,2161.656,27.9858,27.2864,1
1035.504,2228.153,21.8995,21.7926,1
1054.422,2024.763,25.5928,25.1104,1
1092.94,2163.679,26.7898,26.2444,1
1114.966,2163.055,24.9448,24.4544,1
1117.296,2215.703,26.9728,26.3804,1
1175.574,2110.943,26.8458,26.3254,1
1212.135,2063.051,28.2898,27.4384,1
1234.861,2021.871,28.4748,27.5774,1
1230.452,2085.057,26.6128,26.0764,1
1259.224,2220.287,26.1978,25.6744,1
1311.277,1993.586,27.1668,26.5664,1
1404.385,2186.627,27.9948,27.2594,1
1546.553,2027.734,26.8318,26.2244,1
1540.63,2146.363,27.7148,26.9674,1
1555.761,2146.168,27.4008,26.7864,1
1548.288,2164.059,26.8728,26.2224,1
1551.143,2236.142,28.5598,27.5074,1
1593.742,2043.524,27.7668,27.0294,1
1683.584,2029.714,23.9518,23.3546,1
1693.999,2069.867,25.1378,24.7314,1
1798.479,2076.338,25.1298,24.6064,1
1803.547,2133.549,26.9278,26.3844,1
1815.741,2023.763,25.9998,25.4254,1
1814.165,2163.347,25.6018,25.0994,1
1849.282,2046.642,25.2848,24.8294,1
1900.734,2217.665,26.5528,26.0164,1
