col1,col2,F606W,F814W,col5
4166.196,1972.748,27.507,26.847,1
4207.941,1746.77,25.71,25.185,1
4201.985,1931.201,22.958,22.302,1
4278.368,1900.151,25.625,25.059,1
4305.053,1871.431,27.37,26.634,1
4321.438,1830.853,26.647,26.066,1
4348.345,1866.026,28.094,27.202,1
4356.836,1965.008,28.46,27.491,1
4388.881,1750.089,27.307,26.593,1
4398.982,1792.523,28.794,28.739,1
4393.746,1883.565,27.202,26.481,1
4391.038,1896.908,26.683,26.117,1
4422.74,1739.482,25.579,25.103,1
4426.46,1959.064,28.244,27.337,1
4415.479,1978.204,29.306,28.067,1
4454.106,1743.451,27.463,26.796,1
4476.342,1765.784,28.589,27.655,1
4531.224,1867.235,26.654,26.064,1
4589.427,1906.25,28.358,27.421,1
609.449,2148.477,28.719,27.817,1
826.406,2198.058,27.667,26.917,1
973.241,2141.973,28.043,27.184,1
1091.151,2229.575,30.656,31.53,1
1290.679,2109.451,25.442,25.059,1
1380.096,2184.218,27.614,26.859,1
1422.905,2110.474,28.537,27.693,1
1806.291,2091.663,26.939,26.306,1
1825.93,2053.267,27.059,26.328,1
1840.644,2223.865,26.562,25.964,1
1865.292,2021.639,28.009,27.647,1
1868.177,2143.151,25.109,24.609,1
1966.462,2210.115,26.437,25.832,1
2099.264,2048.342,26.514,25.912,1
2113.677,2144.577,27.436,26.664,1
2144.777,2024.321,25.168,24.664,1
2145.186,2060.412,26.659,26.086,1
2232.364,2003.236,27.812,26.9,1
2261.537,2101.61,27.266,26.547,1
2251.303,2186.293,27.724,26.926,1
2240.304,2224.546,24.368,23.845,1
2305.024,2041.018,28.598,28.042,1
2293.427,2072.764,27.192,26.592,1
2336.678,2026.376,26.981,26.373,1
2350.733,2167.256,25.58,25.095,1
2368.823,2139.57,27.88,27.133,1
2393.274,2140.397,26.165,25.64,1
2488.747,2063.771,25.217,24.664,1
2526.541,2001.145,26.715,26.148,1
2616.219,2147.759,25.419,24.953,1
2660.89,2065.118,27.1,26.341,1
2676.336,2131.422,24.249,23.668,1
2691.866,2076.557,28.275,27.497,1
2798.013,2208.173,26.022,25.543,1
2861.145,2215.321,26.614,26.036,1
2874.201,2045.832,26.51,25.951,1
2898.283,2159.802,28.507,27.752,1
2955.802,2071.838,28.923,28.012,1
3076.776,2071.32,25.942,25.483,1
3102.879,2141.539,28.3,27.393,1
3126.973,2076.056,25.604,25.127,1
3195.672,2083.518,25.782,25.268,1
3192.648,2124.049,25.282,24.798,1
3306.71,2116.87,25.882,25.339,1
3315.334,2228.503,26.592,25.976,1
3362.127,2002.277,25.199,24.747,1
3352.908,2022.357,27.694,27.108,1
3387.359,2176.552,27.024,26.436,1
3447.375,2074.228,28.471,27.482,1
3523.574,2118.666,26.53,25.993,1
3584.243,2068.687,28.529,27.468,1
3598.995,2225.36,22.881,22.165,1
3705.706,2042.876,27.017,26.33,1
3702.321,2095.579,26.718,25.992,1
3707.456,2152.492,27.971,27.669,1
3701.785,2168.749,26.45,25.9,1
3712.186,2168.927,27.57,26.8,1
3720.647,2040.998,24.76,24.303,1
3737.013,2091.421,27.134,26.359,1
3753.718,2155.369,26.954,26.303,1
3797.906,2190.84,26.491,25.907,1
3847.33,2192.131,25.582,25.058,1
3872.742,2050.013,26.836,26.224,1
3951.23,2009.721,26.539,26.006,1
3953.807,2149.062,28.042,27.133,1
4006.251,2176.502,27.199,26.6,1
4032.862,2126.231,26.093,25.551,1
4052.586,2052.435,28.251,27.416,1
4090.762,2005.703,27.781,27.029,1
4092.569,2070.929,27.412,26.842,1
4139.145,2226.156,26.95,26.324,1
4253.798,1994.604,27.321,26.632,1
4301.027,2124.926,24.418,23.873,1
4326.752,2151.463,26.358,25.832,1
4348.478,2206.253,26.789,26.236,1
4408.068,2100.479,27.864,27.243,1
4388.207,2196.56,29.699,29.149,1
